Time,Buffer,Bus,MessageID,Message,MessageLength
1583178870.8059976,0000404c0800984700080002580000ce,0,610,00080002580000ce,8
1583178870.8066134,0000603a0800bb480028000000000004,0,467,0028000000000004,8
1583178870.8078024,000020580800324b0800470049c20025,0,705,0800470049c20025,8
1583178870.8086228,0000003a0800d34c068f090000000178,0,464,068f090000000178,8
1583178870.809055,0000602417004e27010808008000bc00,1,291,010808008000bc,7
1583178870.809299,000000301800bc275e084200e0000112,1,384,5e084200e0000112,8
1583178870.8100808,00002030180044295e158efc0200018a,1,385,5e158efc0200018a,8
1583178870.8103416,000040301800bc295e075ef9a00001e8,1,386,5e075ef9a00001e8,8
1583178870.8111875,000060301800372b5efff800000000e1,1,387,5efff800000000e1,8
1583178870.811436,000080301800b22b5efff800000000e2,1,388,5efff800000000e2,8
1583178870.8127847,0000a0040800be5400000000b00000dd,0,37,00000000b00000dd,8
1583178870.8141866,00002031180013315e0cd4d680005076,1,393,5e0cd4d680005076,8
1583178870.8151226,00006031180007335e1deee2000011f0,1,395,5e1deee2000011f0,8
1583178870.815373,0000803118007f335e1bc4e120ffd0a2,1,396,5e1bc4e120ffd0a2,8
1583178870.8161905,0000a0311800fb345e2178e0c000103d,1,397,5e2178e0c000103d,8
1583178870.8169987,000080380800cd5c0387200838007f36,0,452,0387200838007f36,8
1583178870.8172507,0000e0311800ee365e0caedd200010bd,1,399,5e0caedd200010bd,8
1583178870.8177924,0000003218003e385e00640000845837,1,400,5e00640000845837,8
1583178870.8182487,000020321800e9385e003b000084580f,1,401,5e003b000084580f,8
1583178870.8184988,0000202c17005e39801e000000080f00,1,353,801e000000080f,7
1583178870.818747,000040321800cf395e000000008458d5,1,402,5e000000008458d5,8
1583178870.8192844,000060321800da3a5e000000000000fa,1,403,5e000000000000fa,8
1583178870.819536,000020481800533be000100100100100,1,577,e000100100100100,8
1583178870.8197792,000080321800ce3b5e000000000000fb,1,404,5e000000000000fb,8
1583178870.820021,000040481800483ce000100100100100,1,578,e000100100100100,8
1583178870.8202639,0000a0321800ca3c5e000000000000fc,1,405,5e000000000000fc,8
1583178870.820519,000060481800433de000100100100100,1,579,e000100100100100,8
1583178870.8207932,0000c0321800bd3d5e000000000000fd,1,406,5e000000000000fd,8
1583178870.8218646,0000c04818002640e000100100100100,1,582,e000100100100100,8
1583178870.8233285,0000803318001d435eee003061ffc041,1,412,5eee003061ffc041,8
1583178870.82419,0000a033180099445e00000061002085,1,413,5e00000061002085,8
1583178870.8244338,0000c033180013455e02000060ffb016,1,414,5e02000060ffb016,8
1583178870.8261728,00002034180082485e01f7f0000003f3,1,417,5e01f7f0000003f3,8
1583178870.8273451,000080361800f14a5e04240713801ffc,1,436,5e04240713801ffc,8
1583178870.828185,0000a0361800694c5e0ac8f7a21f6006,1,437,5e0ac8f7a21f6006,8
1583178870.829189,0000e03618005d4e5e7ffc00000ffca4,1,439,5e7ffc00000ffca4,8
1583178870.8294463,000000371800d74e5e7ffc00000ffca5,1,440,5e7ffc00000ffca5,8
1583178870.8302639,00002037180057505e7ffc00000ffca6,1,441,5e7ffc00000ffca6,8
1583178870.8305113,000040371800d2505e7ffc00000ffca7,1,442,5e7ffc00000ffca7,8
1583178870.8311815,00006037180044525e7ffc00000ffca8,1,443,5e7ffc00000ffca8,8
1583178870.8314252,0000007a1800bc52af8080808080808a,1,976,af8080808080808a,8
1583178870.8326707,000000450400ac7b0000002e000fffff,0,552,0000002e,4
1583178870.8329926,0000a0040800017c00000000b00000dd,0,37,00000000b00000dd,8
1583178870.8335402,0000008a1800a4567f00007f4000009a,1,1104,7f00007f4000009a,8
1583178870.8347418,0000406608008c7f0000000000000000,0,818,0000000000000000,8
1583178870.8373742,000060680800bf840000430000000091,0,835,0000430000000091,8
1583178870.8381956,0000805c0500b386800000006b000000,0,740,800000006b,5
1583178870.8384457,0000603a080011870028000000000004,0,467,0028000000000004,8
1583178870.8394306,000020580800b7880800450049c20023,0,705,0800450049c20023,8
1583178870.839677,0000003a08003d890690090000000179,0,464,0690090000000179,8
1583178870.8403075,000080380800af8a0386200838007f35,0,452,0386200838007f35,8
1583178870.84219,0000401508004f8e1a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.8424466,000040170400bf8e01fb20da03ffffff,0,186,01fb20da,4
1583178870.8426993,000040350600148f0000000000b10000,0,426,0000000000b1,6
1583178870.8429928,0000a0040800938f00000000b00000dd,0,37,00000000b00000dd,8
1583178870.8432431,0000806508000f900808000000000047,0,812,0808000000000047,8
1583178870.8434925,0000800408008990020001fa41fa80e4,0,36,020001fa41fa80e4,8
1583178870.8437433,0000c067070003910fff2680001f0000,0,830,0fff2680001f00,7
1583178870.8450027,0000004c0800c893000009ffe5005ab1,0,608,000009ffe5005ab1,8
1583178870.845252,0000808208005f940000000000001700,0,1044,0000000000001700,8
1583178870.8460624,0000404c0800b49500080002580000ce,0,610,00080002580000ce,8
1583178870.8483763,0000e05c0800389a7d04000000000072,0,743,7d04000000000072,8
1583178870.8493783,000000251600bf75fdbf6000004b0000,1,296,fdbf6000004b,6
1583178870.8503695,000080680800219e000000000000004f,0,836,000000000000004f,8
1583178870.8506196,0000403a0800c39e9904ffe800050064,0,466,9904ffe800050064,8
1583178870.8521929,000040150800c4a11a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.8524423,00002032080034a282ffe530646400f8,0,401,82ffe530646400f8,8
1583178870.8527544,000080160800aba200000000010000bd,0,180,00000000010000bd,8
1583178870.8532927,000000440400f8a30000002600ffffff,0,544,00000026,4
1583178870.8535492,0000405208004da4000000000200009e,0,658,000000000200009e,8
1583178870.8537955,000040460600c8a41311080000660000,0,562,131108000066,6
1583178870.8540366,0000a04608002ca5000000000000003f,0,565,000000000000003f,8
1583178870.8548062,000020760800f0a600000105000800ca,0,945,00000105000800ca,8
1583178870.8550503,0000607708006aa70000a30000000000,0,955,0000a30000000000,8
1583178870.8565872,0000808d08003daa5a02000000000000,0,1132,5a02000000000000,8
1583178870.8573787,000060500700c9ab0000000000008c00,0,643,0000000000008c,7
1583178870.8583772,0000c05c0800bfadfff800087fe0004e,0,742,fff800087fe0004e,8
1583178870.859194,000000301800f0885f084200e0000113,1,384,5f084200e0000113,8
1583178870.8594396,0000203018006b895f158afc02000187,1,385,5f158afc02000187,8
1583178870.8602452,000040301800e58a5f075ef9a00001e9,1,386,5f075ef9a00001e9,8
1583178870.8604953,000060301800608b5ffff800000000e2,1,387,5ffff800000000e2,8
1583178870.8611946,000080301800d98c5ffff800000000e3,1,388,5ffff800000000e3,8
1583178870.8614419,0000a0301800568d5ffff800000000e4,1,389,5ffff800000000e4,8
1583178870.863356,0000203118003b915f0cecd6c00080ff,1,393,5f0cecd6c00080ff,8
1583178870.8640046,000080380800b3b80386200838007f35,0,452,0386200838007f35,8
1583178870.8642545,000040311800b5925f1abae5c00068d3,1,394,5f1abae5c00068d3,8
1583178870.8645146,0000603118002b935f15f2e750ffa8d8,1,395,5f15f2e750ffa8d8,8
1583178870.8650048,0000004c0800d9ba000009ffe50062b9,0,608,000009ffe50062b9,8
1583178870.865255,000080311800a9945f1bc4e120ffd8ab,1,396,5f1bc4e120ffd8ab,8
1583178870.8655045,0000004818001d952000100100100100,1,576,2000100100100100,8
1583178870.8657537,0000a031180099955f2174e1400020cb,1,397,5f2174e1400020cb,8
1583178870.866005,0000204818000d962000100100100100,1,577,2000100100100100,8
1583178870.866255,0000c03118009c965f0a46f100fff026,1,398,5f0a46f100fff026,8
1583178870.8665044,00004048180011972000100100100100,1,578,2000100100100100,8
1583178870.866754,0000e03118008d975f0cb2dd80001022,1,399,5f0cb2dd80001022,8
1583178870.8670046,00006048180002982000100100100100,1,579,2000100100100100,8
1583178870.8672552,00000032180090985f00640000845838,1,400,5f00640000845838,8
1583178870.8683321,0000c0481800fa9a2000100100100100,1,582,2000100100100100,8
1583178870.868594,000060321800749b5f000000000000fb,1,403,5f000000000000fb,8
1583178870.8688507,0000e0481800ef9b2000100100100100,1,583,2000100100100100,8
1583178870.8691044,000080321800789c5f000000000000fc,1,404,5f000000000000fc,8
1583178870.8696473,0000a03218006f9d5f000000000000fd,1,405,5f000000000000fd,8
1583178870.873051,000040170400a7ca01fa20d9fe000000,0,186,01fa20d9,4
1583178870.874217,0000c03318003ba65ffe000060ffc023,1,414,5ffe000060ffc023,8
1583178870.8744748,0000e0331800b7a65f000002600050b9,1,415,5f000002600050b9,8
1583178870.875082,0000003417002fa85f7fff1f62000600,1,416,5f7fff1f620006,7
1583178870.87533,000020341800a1a85f01f7f0000003f4,1,417,5f01f7f0000003f4,8
1583178870.8761103,00004034180024aa5f00fe00fe00fe04,1,418,5f00fe00fe00fe04,8
1583178870.8768795,0000607b080007d2000000000001d900,0,987,000000000001d900,8
1583178870.8776526,000000c408009bd310000000b000085a,0,1568,10000000b000085a,8
1583178870.878081,0000c03618000aae5f03b2eb93df3161,1,438,5f03b2eb93df3161,8
1583178870.8783276,0000e03618007fae5f7ffc00000ffca5,1,439,5f7ffc00000ffca5,8
1583178870.8791983,000000371800feaf5f7ffc00000ffca6,1,440,5f7ffc00000ffca6,8
1583178870.8794441,0000203718007ab05f7ffc00000ffca7,1,441,5f7ffc00000ffca7,8
1583178870.879694,0000006708005dd70000000000000000,0,824,0000000000000000,8
1583178870.88019,000040371800f9b15f7ffc00000ffca8,1,442,5f7ffc00000ffca8,8
1583178870.881381,00000025160044b4fdbf6000004b0000,1,296,fdbf6000004b,6
1583178870.8816304,0000002c1800aab40000081201319c51,1,352,0000081201319c51,8
1583178870.88254,0000403a0800ccdc9904ffeb00070069,0,466,9904ffeb00070069,8
1583178870.8827944,00008004080041dd020001fb41fa80e5,0,36,020001fb41fa80e5,8
1583178870.8835597,0000a046080006df000000000000003f,0,565,000000000000003f,8
1583178870.8850086,000040520800cbe1000000000200009e,0,658,000000000200009e,8
1583178870.885261,0000004c080046e2000009ffe5000057,0,608,000009ffe5000057,8
1583178870.8855088,0000406e0800bfe2007f7f7f7f000000,0,882,007f7f7f7f000000,8
1583178870.8859353,0000404c0800d0e300080002580000ce,0,610,00080002580000ce,8
1583178870.8863616,0000805c050075e48600000071000000,0,740,8600000071,5
1583178870.8875706,0000205f0800a9e60000800000000000,0,761,0000800000000000,8
1583178870.8878171,00008038080025e70386200838007f35,0,452,0386200838007f35,8
1583178870.8880622,000080c208009be7290058300000151e,0,1556,290058300000151e,8
1583178870.8883095,000040c7080019e81500080000000000,0,1594,1500080000000000,8
1583178870.889383,00006050070048ea0000000000008c00,0,643,0000000000008c,7
1583178870.8903816,0000c05c08003becfff800087fe0004e,0,742,fff800087fe0004e,8
1583178870.8921244,000040150800e1ef1a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.8925853,0000801608006ef000000000010000bd,0,180,00000000010000bd,8
1583178870.8933372,0000c044080006f24000100000000000,0,550,4000100000000000,8
1583178870.8935866,00004035060080f20000000000b10000,0,426,0000000000b1,6
1583178870.8938744,000080650800ebf20808000000000047,0,812,0808000000000047,8
1583178870.8983824,000080680800d8fb000000000000004f,0,836,000000000000004f,8
1583178870.9002595,000020320800ceff88ffe530646400fe,0,401,88ffe530646400fe,8
1583178870.9012606,000060680800b6010000430000000091,0,835,0000430000000091,8
1583178870.901875,0000603a0800a3020028000000000004,0,467,0028000000000004,8
1583178870.9021258,0000401508005f031a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.9023757,000080040800e403020001fb41fb80e6,0,36,020001fb41fb80e6,8
1583178870.9026265,0000a00408005f0400000000b00000dd,0,37,00000000b00000dd,8
1583178870.9028761,000040170400db0401fb20da00ffffff,0,186,01fb20da,4
1583178870.903126,0000205808002e050800490049c20027,0,705,0800490049c20027,8
1583178870.903376,000000640800a405000000c0000000eb,0,800,000000c0000000eb,8
1583178870.9050097,0000004c0800f108000009ffe500085f,0,608,000009ffe500085f,8
1583178870.9073765,000060c40800a80d1900800000000000,0,1571,1900800000000000,8
1583178870.9082012,000000c20800480f2000006498fffd60,0,1552,2000006498fffd60,8
1583178870.9090445,00006024170092ea010808008000bc00,1,291,010808008000bc,7
1583178870.9092975,00000030180000eb60084200e0000114,1,384,60084200e0000114,8
1583178870.9095426,00000088180078ebff01665300000005,1,1088,ff01665300000005,8
1583178870.909789,000020881800f4eb7fff7fff00000049,1,1089,7fff7fff00000049,8
1583178870.9110174,000080380800ae140386200838007f35,0,452,0386200838007f35,8
1583178870.9112644,0000603018007bee60fff800000000e3,1,387,60fff800000000e3,8
1583178870.9115098,000080301800f8ee60fff800000000e4,1,388,60fff800000000e4,8
1583178870.9127755,000080160800df1700000000010000bd,0,180,00000000010000bd,8
1583178870.9143589,000040311800d3f4601abce5c00068d6,1,394,601abce5c00068d6,8
1583178870.9151924,0000603118004bf66015e2e640ff8090,1,395,6015e2e640ff8090,8
1583178870.9154556,000080311800c3f6601bbce1a0ffd01c,1,396,601bbce1a0ffd01c,8
1583178870.9160686,0000a03118003ff8602178e1e0003080,1,397,602178e1e0003080,8
1583178870.916319,0000c0311800b6f8600a46f120000058,1,398,600a46f120000058,8
1583178870.9170136,0000405208003620000000000200009e,0,658,000000000200009e,8
1583178870.9172716,0000e031180032fa600c96dca0ffe0f5,1,399,600c96dca0ffe0f5,8
1583178870.9180663,00002032180026fc60fe3b000084580f,1,401,60fe3b000084580f,8
1583178870.9183424,0000404818009cfc4000100100100100,1,578,4000100100100100,8
1583178870.91859,00004032180015fd60000000008458d7,1,402,60000000008458d7,8
1583178870.9188352,0000604818008bfd4000100100100100,1,579,4000100100100100,8
1583178870.91908,0000603218001afe60000000000000fc,1,403,60000000000000fc,8
1583178870.919324,00008048180094fe4000100100100100,1,580,4000100100100100,8
1583178870.9195652,0000803218000eff60000000000000fd,1,404,60000000000000fd,8
1583178870.9198096,0000a048180089ff4000100100100100,1,581,4000100100100100,8
1583178870.920236,0000a03218000e0060000000000000fe,1,405,60000000000000fe,8
1583178870.9204805,0000c048180088004000100100100100,1,582,4000100100100100,8
1583178870.920766,0000c0321800010160000000000000ff,1,406,60000000000000ff,8
1583178870.9210122,0000e04818007b014000100100100100,1,583,4000100100100100,8
1583178870.9215782,000000331800f6026000640260ffb076,1,408,6000640260ffb076,8
1583178870.923012,0000c0440800fa2b4000100000000000,0,550,4000100000000000,8
1583178870.9242005,0000a0331800dd0760060040610100ae,1,413,60060040610100ae,8
1583178870.926376,000040341800420c6000fe00fe00fe05,1,418,6000fe00fe00fe05,8
1583178870.927195,000060341800b80d6001fc0001fc0006,1,419,6001fc0001fc0006,8
1583178870.9274418,000080361800360e600424071000207c,1,436,600424071000207c,8
1583178870.928255,0000a0361800ac0f600ac7f79adf66c5,1,437,600ac7f79adf66c5,8
1583178870.9285045,0000c036180022106003b3eb9bdf336d,1,438,6003b3eb9bdf336d,8
1583178870.9292052,0000e0361800a011607ffc00000ffca6,1,439,607ffc00000ffca6,8
1583178870.9294543,0000003718001b12607ffc00000ffca7,1,440,607ffc00000ffca7,8
1583178870.9302628,0000203718009a13607ffc00000ffca8,1,441,607ffc00000ffca8,8
1583178870.9305127,0000403718001514607ffc00000ffca9,1,442,607ffc00000ffca9,8
1583178870.9312015,0000603718008615607ffc00000ffcaa,1,443,607ffc00000ffcaa,8
1583178870.9314458,0000007a1800ff15b08080808080808b,1,976,b08080808080808b,8
1583178870.932043,000040150800e23d1a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.9322872,0000207a18007a17b08080808080808c,1,977,b08080808080808c,8
1583178870.9333608,0000206c08001340001f000016000080,0,865,001f000016000080,8
1583178870.9336298,0000606808008e400000430000000091,0,835,0000430000000091,8
1583178870.9338803,0000603a080007410028000000000004,0,467,0028000000000004,8
1583178870.9343193,0000805c05002d428c00000077000000,0,740,8c00000077,5
1583178870.934565,000080380800a7420384200838007f33,0,452,0384200838007f33,8
1583178870.9348094,0000406608001e430000000000000000,0,818,0000000000000000,8
1583178870.9350529,0000205808009a43080049004ac20028,0,705,080049004ac20028,8
1583178870.9352949,0000003a08001144069209000000017b,0,464,069209000000017b,8
1583178870.9392924,0000e06c0200ec4b0000000000000000,0,871,0000,2
1583178870.9415674,0000a07408005e50000000000000a200,0,933,000000000000a200,8
1583178870.9422045,0000401508008d511a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.9424539,000000440400fd510000002600ffffff,0,544,00000026,4
1583178870.9426992,0000a00408006a5200000000b00000dd,0,37,00000000b00000dd,8
1583178870.9430146,000040460600e65213112000007e0000,0,562,13112000007e,6
1583178870.9432642,0000a04608004c53000000000000003f,0,565,000000000000003f,8
1583178870.9438043,000080650800ab540808000000000047,0,812,0808000000000047,8
1583178870.9442563,0000e05c0800b1557d04000000000072,0,743,7d04000000000072,8
1583178870.9445064,0000007008002b5680a0000800003a01,0,896,80a0000800003a01,8
1583178870.9450173,0000004c08000c5700000affe5005eb6,0,608,00000affe5005eb6,8
1583178870.9452739,0000002516003b31fd3f600000cb0000,1,296,fd3f600000cb,6
1583178870.9455242,0000002c1800a1310000081201319c51,1,352,0000081201319c51,8
1583178870.9457707,0000403a0800a7589904ffea00060067,0,466,9904ffea00060067,8
1583178870.9474463,0000408b0800b75b6c02000000000000,0,1114,6c02000000000000,8
1583178870.9482582,0000203208007b5d8effe53064640004,0,401,8effe53064640004,8
1583178870.9489274,000040520800b55e000000000200009e,0,658,000000000200009e,8
1583178870.9499223,000060c708008f60160000ed00000fb3,0,1595,160000ed00000fb3,8
1583178870.9522097,00004015080014651a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.9524596,000080160800a26500000000010000bd,0,180,00000000010000bd,8
1583178870.9527583,0000a00408001e6600000000a00000cd,0,37,00000000a00000cd,8
1583178870.9530158,00000045040099660000002e01ffffff,0,552,0000002e,4
1583178870.953266,0000c044080038674000100000000000,0,550,4000100000000000,8
1583178870.953517,000060500700b2670000000000008c00,0,643,0000000000008c,7
1583178870.9537659,0000006408002568000000c0000000eb,0,800,000000c0000000eb,8
1583178870.9540155,000040650200a068002f000000000000,0,810,002f,2
1583178870.9542668,0000c05c08003d69fff800087fe0004e,0,742,fff800087fe0004e,8
1583178870.954716,0000206f0800c3690000000001000000,0,889,0000000001000000,8
1583178870.956931,0000c0650800546e0000000000000000,0,814,0000000000000000,8
1583178870.9582078,0000803808009c700383200838007f32,0,452,0383200838007f32,8
1583178870.9584665,0000805c05001371900000007b000000,0,740,900000007b,5
1583178870.9590771,000000301800334c61084200e0000115,1,384,61084200e0000115,8
1583178870.9593284,000020301800ac4c611592fc02000191,1,385,611592fc02000191,8
1583178870.9601152,000040301800294e61075ef9a00001eb,1,386,61075ef9a00001eb,8
1583178870.9603612,000060301800a44e61fff800000000e4,1,387,61fff800000000e4,8
1583178870.9612122,0000803018001c5061fff800000000e5,1,388,61fff800000000e5,8
1583178870.961463,0000a0301800995061fff800000000e6,1,389,61fff800000000e6,8
1583178870.963111,0000003118000454610832022000014f,1,392,610832022000014f,8
1583178870.9642234,000040311800f855611aaee5000040e1,1,394,611aaee5000040e1,8
1583178870.9644704,0000603118006e566115e0e620ff8877,1,395,6115e0e620ff8877,8
1583178870.965011,0000004c0800197e00000cffe50097f1,0,608,00000cffe50097f1,8
1583178870.9652588,000080311800ec57611bbce1a0ffd825,1,396,611bbce1a0ffd825,8
1583178870.9668956,000060481800415b6000100100100100,1,579,6000100100100100,8
1583178870.967151,000000321800d35b610064000084583a,1,400,610064000084583a,8
1583178870.9677145,000020321800c45c61023c0000845815,1,401,61023c0000845815,8
1583178870.968019,0000a0481800385d6000100100100100,1,581,6000100100100100,8
1583178870.968267,000040321800c75d61000000008458d8,1,402,61000000008458d8,8
1583178870.9685187,0000c04818003c5e6000100100100100,1,582,6000100100100100,8
1583178870.969333,00000049180036606400010000000001,1,584,6400010000000001,8
1583178870.9695787,0000a0321800b16061000000000000ff,1,405,61000000000000ff,8
1583178870.97021,0000c0321800ae616100000000000000,1,406,6100000000000000,8
1583178870.9704542,0000e03218002b626100000000000001,1,407,6100000000000001,8
1583178870.9710748,000000331800a2636100640260ffb077,1,408,6100640260ffb077,8
1583178870.9713185,0000203318001c6461de0072e0001043,1,409,61de0072e0001043,8
1583178870.9736354,0000a0460800098f000000000000003f,0,565,000000000000003f,8
1583178870.974097,0000c03318007d696102000060ffa009,1,414,6102000060ffa009,8
1583178870.9743445,0000e0331800f7696104000260ffc02e,1,415,6104000260ffc02e,8
1583178870.975206,000000341700716b617fff1f64000a00,1,416,617fff1f64000a,7
1583178870.9754558,000020341800e26b6101f7f0000003f6,1,417,6101f7f0000003f6,8
1583178870.9760823,000040341800666d6100fe00fe00fe06,1,418,6100fe00fe00fe06,8
1583178870.9770885,000080361800596f6104240713001e7e,1,436,6104240713001e7e,8
1583178870.9773638,000000251600ce6ffdbf6000004b0000,1,296,fdbf6000004b,6
1583178870.978135,0000c036180050716103b2eb93df3264,1,438,6103b2eb93df3264,8
1583178870.9783857,0000e0361800c471617ffc00000ffca7,1,439,617ffc00000ffca7,8
1583178870.9792116,0000003718004073617ffc00000ffca8,1,440,617ffc00000ffca8,8
1583178870.979743,0000006708009b9a0000000000000000,0,824,0000000000000000,8
1583178870.980213,0000403718003b75617ffc00000ffcaa,1,442,617ffc00000ffcaa,8
1583178870.980459,000060371800b675617ffc00000ffcab,1,443,617ffc00000ffcab,8
1583178870.9809337,000040520800179d000000000200009e,0,658,000000000200009e,8
1583178870.9813676,0000406e0800f59d007f7f7f7f000000,0,882,007f7f7f7f000000,8
1583178870.981796,000080380800bd9e0386200838007f35,0,452,0386200838007f35,8
1583178870.9822462,0000805c0500e39f920000007d000000,0,740,920000007d,5
1583178870.9824927,00004015080041a01a6f1a6f1a6f1a6f,0,170,1a6f1a6f1a6f1a6f,8
1583178870.9827394,0000a0040800b1a000000000b00000dd,0,37,00000000b00000dd,8
1583178870.9830198,0000a06c07002da100000000fc000000,0,869,00000000fc0000,7
1583178870.9832702,0000c04408009ea14000100000000000,0,550,4000100000000000,8
1583178870.9835181,00008004080018a2020001fb41fb80e6,0,36,020001fb41fb80e6,8
